SNP1	SNP2	Zscore	ZP	glm_score
1	M0P0	M0P1	22.5739911418249	7.80711006691513e-113	6.78788504406631e-94
2	N16	N32	3.42781243059203	0.000608465706705916	0.946883771116397
3	N19	N42	3.20149253899353	0.00136717615732834	0.00134712545163747
4	N35	N40	3.17874640543453	0.00147913438111928	0.0010014493861523
5	N7	N39	-3.17134321215943	0.0015173575300699	0.00164979593798177
6	N42	N44	3.15664643352888	0.00159594731510482	0.00174018270636236
7	N34	N42	3.02996905818808	0.00244578793986737	0.00284919563480512
8	N5	N14	2.98738059911115	0.00281379183246818	0.00240171782301415
9	N9	N28	2.94539260841692	0.00322545095680748	0.00435879657637376
10	N22	N25	2.9290979966392	0.00339947227503845	0.00290212119962074
11	N2	N3	2.91208733535271	0.00359022238197741	0.00344942790960269
12	N13	N15	2.88335412151733	0.00393464841905977	0.00362964749124936
13	N14	N30	-2.80023853125358	0.00510648575646026	0.00564037474295211
14	N9	N33	-2.75147738951768	0.00593271152109374	0.00506272223334713
15	N1	N23	2.7378035272322	0.0061851014799021	0.00670236264839038
16	N23	N39	-2.73619260423421	0.00621546350726418	0.00884633866814644
17	N14	N47	2.72264253127711	0.00647620906804812	0.00779670144927913
18	N31	N39	2.65571554014526	0.00791403404502734	0.00831849796005597
19	N9	N19	-2.6086459414974	0.00909012407076431	0.00912791567965701
20	N25	N29	-2.6076932747309	0.0091154593963243	0.0076086172961296
21	N1	N3	2.49171327195242	0.012712861846442	0.0130279513657853
22	N28	N44	2.40227129598404	0.016293619488319	0.0178667708788012
23	N19	N30	2.39801528943875	0.0164841771617736	0.0165898816635352
24	N1	N43	-2.3920747102792	0.0167534317199923	0.0150628387727965
25	N22	N32	2.34582535241111	0.0189850010148123	0.0144691033216343
26	N42	M0P0	2.30783788556813	0.0210081548836874	0.0193736942323499
27	N21	N38	-2.2802560100271	0.0225925091656653	0.0224296864415595
28	N6	M0P1	2.27913321116556	0.0226591478289941	0.0240107793575699
29	N2	N26	-2.27906468139105	0.0226632206299566	0.0193277178650469
30	N13	N45	2.2763389795902	0.0228257288109367	0.0253262619473088
31	N20	N38	-2.2742208340946	0.022952712204625	0.0177724177231315
32	N0	N3	-2.24143635169965	0.0249978240381744	0.024257898857832
33	N40	N43	-2.23967473774371	0.0251120467643739	0.0258382012948058
34	N16	N36	2.22973984413163	0.025764719074392	0.0518231322784342
35	N42	N45	2.21710633606182	0.0266158259320026	0.0271036353751503
36	N8	N25	2.20611358945581	0.0273760474490789	0.0275062514167141
37	N2	N37	2.15166158082517	0.0314240181440075	0.0298143486514257
38	N18	N25	2.1464261614531	0.031838993953903	0.041955437405225
39	N14	N20	2.13010706947834	0.0331627748195382	0.0418434492162372
40	N12	N28	-2.11773696785212	0.0341973501812949	0.0303229701565199
41	N1	N41	2.11299372913782	0.0346013046136175	0.0339027156144961
42	N0	N32	-2.09546335896525	0.036129822356696	0.0429732073619742
43	N12	N31	-2.08824164109706	0.036776042792669	0.0288030392550029
44	N23	N34	2.08675601080942	0.0369101953552796	0.0427269299282339
45	N14	N43	-2.08566154156754	0.0370092924475835	0.0416757398917432
46	N40	N46	2.07180766006307	0.0382833820451355	0.0410087708140892
47	N7	N29	2.06099396437342	0.0393036159011079	0.0391974699174971
48	N10	N39	-2.05692148285579	0.0396937791483354	0.0377935833373539
49	N4	N41	2.05357400862956	0.0400169399000009	0.0481003745623181
50	N5	N7	-2.03588381405743	0.0417620235122105	0.0428329838474716
51	N22	M0P0	2.02379739456341	0.0429910024174019	0.0370319845955261
52	N0	N18	2.0225379564561	0.0431208064775843	0.0359963794988675
53	N8	N9	2.01311292844513	0.0441027504404626	0.0421599959898911
54	N23	N38	-2.01236368335182	0.0441816138318018	0.0444803924579102
55	N34	N40	2.00636059325191	0.0448177895039096	0.0405473584671182
56	N17	N23	2.00527641611975	0.0449335046383505	0.0522785195459789
57	N8	N18	-1.99959387077249	0.045544136329663	0.0644962384871655
58	N2	N8	1.99103205878659	0.0464773628577952	0.05234240602285
59	N28	N40	1.96651504947236	0.0492391456464518	0.0509665423524831
60	N1	N6	-1.96515141610096	0.0493967151625129	0.0521597620602204
61	N2	N45	-1.96219199388171	0.04974013569525	0.0479950201296152
62	N6	N36	-1.95831752014621	0.0501927662279147	0.0530695285922449
63	N23	N44	-1.95058163077023	0.0511068341158167	0.073547713945828
64	N13	N38	-1.94703362107151	0.051530704033586	0.0632957167815387
65	N0	N46	-1.93297121266193	0.0532397441820867	0.0498060542222731
66	N12	N34	1.92934497271961	0.0536880501283729	0.0440486538238883
67	N24	N39	-1.92258340073906	0.0545323903062251	0.0336757693088619
68	N7	N36	1.92174131145589	0.054638316303461	0.0610456418937794
69	N27	N30	-1.91377488271313	0.0556489261668219	0.0562929190921842
70	N5	N24	1.90621011058358	0.0566229509975486	0.0558268473535614
71	N15	N18	-1.90434244940823	0.0568655991342204	0.0592133618189202
72	N24	N28	1.90382930299743	0.0569324188624558	0.0377322721672142
73	N7	N16	-1.89833822496304	0.0576515416159354	0.0425134163330968
74	N42	M0P1	1.89031498450522	0.0587158459036831	0.0655644747579273
75	N39	N42	1.88437375631713	0.0595144371121777	0.0613004189335652
76	N7	N40	-1.87911497371265	0.0602287960017769	0.0634669864230461
77	N22	N24	1.8769371864852	0.0605267034241216	0.0731289341174675
78	N7	N31	1.87303779799821	0.0610631656840769	0.0609838244938083
79	N4	N42	-1.86892010397742	0.061633930862215	0.0466827580512126
80	N19	N46	1.84781655374618	0.0646288853517438	0.0838933109301052
81	N6	N12	-1.84478134844938	0.0650693516823126	0.0662076876392815
82	N4	N32	1.84278157606807	0.0653609078436903	0.0465205071424188
83	N14	N15	1.83792832618186	0.0660729674723324	0.0720787917278408
84	N15	N27	1.83441881851861	0.0665918482857777	0.0619027044323063
85	N9	N44	-1.82781783121474	0.0675768961841647	0.0556048121652406
86	N15	N29	1.7986405206741	0.0720755632359092	0.0776236603957168
87	N18	M0P0	1.79457713072552	0.0727210995142459	0.0967009591000745
88	N5	N36	-1.79395881033072	0.0728197434411949	0.0634831141296786
89	N19	N37	1.7936802017115	0.072864227123979	0.0646516555052153
90	N8	N11	-1.7915640674878	0.0732028233166629	0.0742341265905856
91	N24	N47	1.78744180919119	0.073866109300894	0.0668367258161749
92	N2	N6	-1.78660742316385	0.0740009610984261	0.0749912751680569
93	N15	N25	-1.78357196229351	0.0744932449208808	0.076311875566839
94	N21	N47	1.77755628090119	0.0754767595660755	0.0738369568289752
95	N23	M0P1	1.77459126352373	0.0759654008192501	0.0661083774197249
96	N28	N43	-1.7735801855117	0.076132617596686	0.074450316897434
97	N17	N46	-1.76178049490252	0.0781063914905337	0.0802821676440287
98	N18	N31	-1.75408034681664	0.0794167407209709	0.0654614923470441
99	N32	N35	1.75161829107631	0.0798394652562556	0.088477835083995
100	N1	M0P1	1.75061481284192	0.0800122819783535	0.0837335546817391
101	N18	N27	1.74639740735361	0.0807419201589422	0.0716021677406875
102	N9	N21	-1.7419451249895	0.0815180468477827	0.0798934087095947
103	N4	N34	1.73844898891774	0.0821317310332913	0.0788459579634744
104	N15	N22	-1.7364044084128	0.0824923533323857	0.0819228751300009
105	N2	N17	1.73202583936572	0.0832689619015559	0.0766089487795538
106	N3	N8	1.73201900971793	0.0832701778579368	0.0873811977544898
107	N40	M0P0	-1.73152094889586	0.0833588918160088	0.0854080036885719
108	N27	N40	1.72826598006393	0.0839405493278486	0.0712936578855339
109	N10	N34	1.72645804030844	0.0842650418136806	0.0775089826622419
110	N30	N36	-1.7199150355685	0.0854478870322074	0.0780312733770368
111	N23	N29	-1.71355648664836	0.0866102108413941	0.0830042938888014
112	N9	N26	-1.71216297433049	0.0868666386717959	0.0875695719510071
113	N22	N38	-1.71132165760584	0.0870217504520646	0.0849317589845408
114	N33	N34	-1.70771401086666	0.0876894211221201	0.0876489311654495
115	N41	N45	-1.70603697802671	0.0880011950200571	0.0889893323462003
116	N6	N26	-1.7007765397256	0.0889849562118009	0.0818756010854136
117	N13	N33	-1.696477597186	0.0897954693010969	0.100168832462644
118	N26	N31	-1.69643709149071	0.0898031343238102	0.0808750472434044
119	N0	N12	1.69596861264844	0.0898918243595994	0.087092172371174
120	N6	N33	-1.69414844187892	0.0902370791977256	0.0895839533913789
121	N15	N46	-1.6874013412209	0.0915262061221807	0.0989044105097859
122	N0	N11	1.68555655753089	0.0918812426196405	0.0968945610499787
123	N2	N20	-1.68487140257945	0.0920133850849491	0.0804719201910104
124	N18	N41	1.68325779468002	0.0923251969291795	0.0850773535571632
125	N27	N47	-1.6782954819877	0.0932894296195463	0.096598862536721
126	N10	N41	1.67051913699864	0.0948166963771316	0.0959990714034731
127	N7	N34	1.670239157748	0.094872055468652	0.0987078284590205
128	N15	N20	-1.66824513769921	0.0952670738403579	0.0929390106725695
129	N0	N29	1.66445597542856	0.0960213419278048	0.0905111883045861
130	N14	N26	-1.66260407784755	0.0963917143096669	0.0945902492823008
131	N0	N45	1.6569991940413	0.0975196380391318	0.0960191077355814
132	N28	N47	1.65675456287298	0.0975691067218668	0.101065638905956
133	N9	N41	-1.65358347175673	0.0982121732259141	0.0931488879741242
134	N0	N17	-1.65341572488059	0.0982462847181126	0.0947665273492921
135	N0	N30	1.65308489256117	0.0983135875303778	0.112997122597344
136	N0	N23	-1.64637433416922	0.0996867138763959	0.110048244336621
137	N21	N35	-1.63874824190578	0.101265702498365	0.0897560785577839
138	N34	N37	1.63840462012404	0.101337316017891	0.110886928345193
139	N40	N44	1.63497673503532	0.102053924785648	0.108679779732551
