SNP1	SNP2	Zscore	ZP	glm_score
1	M0P0	M0P1	24.9248913516736	3.99799007497096e-137	5.90555617164719e-113
2	N32	N36	-3.51343489911589	0.000442352797178306	0.00062141985505402
3	N16	N29	3.38632527945102	0.000708353669972845	0.00121617235018273
4	N16	N24	-3.15186180820198	0.00162233033595063	0.00491651325661785
5	N0	N39	3.12859515611433	0.00175644128213803	0.00155438453281841
6	N18	N44	3.11048801397546	0.00186778475881066	0.00116052964458492
7	N7	N46	3.03363419704276	0.00241627218517555	0.00277249044760507
8	N13	N15	2.9916923785459	0.00277435672205567	0.002981940491511
9	N30	N38	2.98260472089283	0.00285806853918041	0.0027811692703507
10	N34	N41	2.91939088574751	0.00350716149607564	0.00375920801488072
11	N1	N14	2.88707290704976	0.00388844116590031	0.00433403104296824
12	N8	N19	2.87719044768847	0.00401233357992628	0.00427165918704969
13	N26	N28	-2.84106718726193	0.0044962838478213	0.00462476673139074
14	N9	N33	2.78116676923796	0.00541639049947204	0.00320274060674369
15	N3	M0P0	-2.76352153077574	0.00571813196869616	0.00551814830543536
16	N5	N13	-2.74128352706973	0.00611996725837935	0.0061052033350438
17	N12	N46	2.67548500100955	0.00746212121282496	0.00732161682532212
18	N13	N22	2.56028603112387	0.0104586044426292	0.00964181531575038
19	N41	N45	2.54401760800482	0.010958556029219	0.0158801672741682
20	N40	N42	2.53544049891178	0.0112306005470461	0.0103336429769068
21	N29	N41	-2.53286452071876	0.0113134669987799	0.0114734708127738
22	N13	N16	2.48931103513654	0.0127990937391063	0.0127755414684758
23	N30	M0P1	-2.44854829893532	0.0143433198133674	0.0105435244955748
24	N4	N16	2.43054062696117	0.0150763157213851	0.0148910027598031
25	N19	N41	-2.42176707390939	0.015445246932231	0.0289324713335507
26	N20	M0P0	-2.413382248005	0.0158052340078744	0.0176015218499645
27	N25	N34	-2.40360123821582	0.0162344711538164	0.0132110520624603
28	N29	N47	-2.39014959717019	0.016841511299013	0.0201207026569188
29	N20	N37	2.35188993461934	0.0186783009175536	0.0188812220404652
30	N23	N38	-2.32745225327267	0.0199412074237011	0.0219354120266544
31	N10	M0P1	-2.3245047803004	0.0200984556594545	0.0172066209765959
32	N2	N3	2.31948589809197	0.0203687048872742	0.021220036287831
33	N10	N43	2.31683478120044	0.0205127335817302	0.0195757404060305
34	N13	N40	-2.31271668908672	0.0207382208349913	0.0240897121367789
35	N19	N27	-2.28946679657791	0.0220522449662644	0.0496485000051064
36	N22	N35	2.27337194481357	0.0230037753253634	0.0223917942860935
37	N39	M0P1	2.27325305410522	0.0230109348131741	0.0161253055824891
38	N28	N38	2.27005980517525	0.0232039546757777	0.0218184497801584
39	N22	N32	2.26666708420241	0.0234105706353235	0.0233563403289337
40	N3	N8	2.26541823565628	0.0234870263354986	0.0244622603640326
41	N14	N17	2.25992870284628	0.023825676170494	0.0183444835998225
42	N8	N16	-2.21105865587027	0.0270317754835479	0.022801303378514
43	N8	N9	-2.21034105043241	0.0270815016707076	0.0269610848731055
44	N26	N46	2.19786546156717	0.0279586948212819	0.0290740916750697
45	N20	N41	2.19632187993656	0.028068912736938	0.0337587518032659
46	N12	N15	-2.19392389972381	0.0282408809059029	0.0437719228485233
47	N8	N10	2.15281723300548	0.031333045236817	0.031479977536593
48	N6	N36	-2.11734789040794	0.0342303332417077	0.0323141959701254
49	N13	N43	2.115822086724	0.0343599418928191	0.0332704509705607
50	N23	N33	2.11474239343458	0.0344519090592773	0.0290099746436205
51	N12	M0P1	-2.11046381500981	0.0348184247895036	0.0293943387035501
52	N3	N6	2.10998569997022	0.0348595876246136	0.0354932045697811
53	N25	N36	-2.10623924502185	0.0351835757574207	0.0335454602063253
54	N37	N44	2.09932969484884	0.0357878475032701	0.0420519503679768
55	N5	N46	-2.09672453207083	0.0360179675612392	0.0367848734827021
56	N2	N27	-2.08629245537918	0.0369521396724997	0.0380313552830383
57	N8	N43	2.08028986749984	0.037498953612657	0.0326982725126921
58	N18	N40	2.07131946756693	0.03832895118217	0.0319877057975858
59	N0	N16	2.07039307595206	0.0384155497234663	0.0365722975089602
60	N10	N18	-2.06400957087788	0.0390168089455161	0.0407035595957762
61	N7	N37	2.05610625885936	0.0397722750962071	0.0432849066953025
62	N3	N39	2.05473732244148	0.0399043829826655	0.0316069668771637
63	N45	N47	2.03528347096086	0.0418223583471712	0.0536975842432443
64	N1	N9	2.03215614825343	0.0421378506691895	0.0448535315796732
65	N26	N42	-2.00982838584688	0.0444493553687096	0.0447260637672638
66	N41	M0P1	-2.00806557931091	0.0446363233710455	0.0412971935318423
67	N8	N31	-2.00798354678266	0.044645040092436	0.058757821601144
68	N24	N45	2.0057527482148	0.0448826343210686	0.0873655236954518
69	N22	N28	-1.99979235255186	0.0455226907255869	0.039654260921846
70	N7	N12	1.99907225781776	0.0456005362743157	0.0456561011000731
71	N5	N35	1.9963309944849	0.0458979064821904	0.0494868759917108
72	N36	N43	1.99367454191335	0.0461876332772716	0.0454035603801189
73	N28	N46	1.99077707127345	0.0465054011943875	0.0394894330375556
74	N35	N40	-1.98987248739383	0.0466049837914606	0.0523757744410291
75	N4	N26	1.97984691461493	0.0477207329260247	0.0495389615934884
