SNP1	SNP2	Zscore	ZP	glm_score
1	M0P0	M0P1	-14.2909410979877	2.49218657252792e-46	4.0505877712819e-40
2	N29	N41	3.52208112932134	0.000428173087528426	0.000810857637421691
3	N29	N40	3.27165939846196	0.00106918298360726	0.00160768953503742
4	N30	N35	2.87860773523376	0.0039943482250087	0.00387191087156518
5	N25	N33	-2.83387531380435	0.00459872712744619	0.00549556360187625
6	N29	N38	-2.70391233077904	0.00685283667896874	0.0493361516589451
7	N2	N8	-2.64777563537892	0.00810232788478423	0.00750754411522863
8	N13	N23	-2.62405149109922	0.0086890647961815	0.00794153785851892
9	N19	N37	2.61150912310755	0.0090143582704954	0.011889820234424
10	N14	N24	2.57198182828636	0.0101118199090106	0.0108626619915652
11	N35	N36	2.52650815375802	0.0115202714186432	0.0111190100627199
12	N12	N47	2.49068848495939	0.0127495850213647	0.0135818220832229
13	N9	N21	2.45858036492457	0.0139487553337548	0.0147258081683484
14	N16	N44	2.42938554654618	0.0151244393772639	0.0225823010447245
15	N22	N35	2.40015239050813	0.0163882476695211	0.0163720231295015
16	N3	N15	2.38783830065242	0.0169477966598528	0.0295582644490857
17	N13	N45	-2.34613311378061	0.0189693313903232	0.0204219630817025
18	N10	N21	-2.34014227934086	0.0192763947828434	0.0229298114467697
19	N20	N24	-2.33811749180347	0.0193811540636683	0.0232622540391671
20	N42	N44	2.32365347591066	0.0201440738536658	0.0204257018329747
21	N5	N39	-2.31680544401911	0.0205143323550008	0.0231113061884786
22	N7	N41	-2.31260428667494	0.0207444056356646	0.020766563528628
23	N33	N40	2.30886321232704	0.0209511729457973	0.0225988642757052
24	N7	N40	-2.2893333131417	0.0220599935473565	0.0247735825620885
25	N22	N34	-2.28472602071369	0.022328897880644	0.0246085061307949
26	N20	N35	2.26583918216645	0.0234612314115619	0.021866029015271
27	N14	N39	-2.2468827088347	0.0246475240536992	0.0242203842845914
28	N25	N28	2.24470814397987	0.0247868748895599	0.02920459584969
29	N17	N25	2.22894889702467	0.0258173051670414	0.0253532902417274
30	N14	N32	2.19227245389186	0.0283598395279439	0.025825583454691
31	N20	N47	2.19200492157867	0.0283791512640903	0.0252099600089443
32	N26	N31	2.16381462249289	0.0304785794484136	0.0294164643672618
33	N19	N42	-2.14616588641518	0.0318597461952261	0.0354212717196518
34	N7	N32	2.13802475532834	0.0325147341063021	0.0344591693625846
35	N20	N39	2.12923149302664	0.0332351125322846	0.0326056242431674
36	N8	N32	-2.12839640559304	0.0333042309176854	0.0314697232691455
37	N19	N22	2.11685064155388	0.0342725258330659	0.0443625710449016
38	N4	N12	-2.08105074694838	0.037429261357317	0.0429567706436336
39	N5	N16	-2.07923310428633	0.0375959303206872	0.0376508765861171
40	N30	N45	-2.07556197869405	0.0379344810111624	0.0542978810085034
41	N18	N19	-2.05934894766372	0.0394608226199936	0.0368598334427964
42	N25	N26	2.05502686364764	0.0398764100857818	0.034419683479556
43	N20	N46	2.0268336039395	0.0426794325820436	0.0397449020752685
44	N5	M0P1	2.02683073418404	0.0426797261668147	0.0436177901791217
45	N3	N34	2.02510633969362	0.0428564460721552	0.0427311433330904
46	N6	N40	2.02140512682362	0.0432378444269905	0.0629292296366827
47	N39	N40	2.01151551432201	0.0442710332806866	0.0364876612560955
