SNP1	SNP2	Zscore	ZP	glm_score
1	N7	N21	-2.76015527711141	0.00577738943730776	0.0069485269478214
2	N7	N12	2.71421290216018	0.00664334559331937	0.00898694813824844
3	N10	M0P1	2.39754439060503	0.0165053809083458	0.0175882806348004
4	N3	N11	-2.32870341900453	0.019874782874085	0.0172012658797808
5	N8	N10	2.2132160110943	0.0268827567646199	0.0271252797039837
6	N12	N22	-2.19390112725043	0.0282425183476076	0.9439893301996
7	N8	N18	2.17134429123978	0.0299051566217658	0.0243332391135665
8	N10	N17	-2.14586124394118	0.0318840506686024	0.0336878393802411
9	N8	N13	-2.1312831187599	0.0330658249444793	0.039350163125315
10	N12	N17	-2.10874840405323	0.0349663043345338	0.00730063000804357
11	N4	N20	-2.07451447753393	0.0380315556090899	0.0362852887940763
12	N9	N14	2.07109534064389	0.0383498872019692	0.0404344259475652
13	N4	N14	2.04767713133217	0.0405916460663409	0.0384967326260056
14	N10	N15	2.04109117276204	0.0412417656269408	0.0439904396402971
15	N5	N7	-2.00039943325453	0.0454571495461641	0.0491282259740467
16	N17	N22	1.96062353652924	0.0499229546903851	0.0450855302605715
17	N5	N21	1.95472251384347	0.0506158312590435	0.0535826837420943
18	N8	N22	-1.90073334621918	0.0573369484372621	0.0675811609392831
19	N3	N18	-1.86091430727812	0.0627562789969199	0.0926438913131545
20	N5	N9	-1.82629030541318	0.0678065447515891	0.0693417859690277
21	N10	N22	-1.80300040330685	0.0713881513381939	0.0792984332560365
22	N9	N18	-1.80247872198196	0.0714701194769701	0.071238331938142
23	N7	N16	1.77476712466445	0.0759363467009376	0.0720748974372722
24	N7	N22	-1.76285932747282	0.0779242183062128	0.0768696819135622
25	N4	N13	1.76273891806217	0.0779445336401319	0.0777416167295291
26	N18	N21	1.75423103433678	0.0793909275246744	0.0705363207320475
27	N0	N4	1.72246185676905	0.0849858866970061	0.084711619028596
28	N6	N20	1.69919742399745	0.0892819915982786	0.0853149154611957
29	N16	N17	1.69917825416437	0.0892856023892023	0.0810152030666196
30	N8	N9	1.68204246505389	0.0925606057454674	0.0914534531237468
31	N9	N21	-1.66340981646703	0.0962304294625577	0.0835937534024693
