SNP1	SNP2	Zscore	ZP	glm_score
1	M0P0	M0P1	23.312939432782	3.27725833560146e-120	2.7960369328237e-103
2	N30	N47	3.50121069570416	0.000463149522964016	0.00249287535369259
3	N26	N28	3.3516542952426	0.000803302611917169	0.00073738220405475
4	N14	N35	3.31143996075916	0.000928171547181365	0.00243029301319808
5	N34	N41	3.12796442715999	0.00176021483811358	0.00164909569043095
6	N6	N18	3.10380577081655	0.00191048706192018	0.0096896121156284
7	N13	N36	2.80972640073529	0.0049583631348409	0.00613860739084643
8	N14	N27	2.79556408110523	0.00518092295698658	0.00496858062875045
9	N6	N14	2.75597595132085	0.00585172992372357	0.00846369188480462
10	N19	N35	-2.71230482900014	0.00668171160563454	0.0119147510124905
11	N0	N18	2.59070510331643	0.00957795276939579	0.021684213477297
12	N27	M0P1	2.56402956975615	0.0103464729525844	0.00898000741284542
13	N32	N33	2.4982672453272	0.012480206869538	0.0112956690997215
14	N15	N40	-2.488527809846	0.0128273204638831	0.0103251631098749
15	N1	N7	2.47692467120065	0.013251986785844	0.0137266314628953
16	N6	N46	-2.43695391100311	0.0148115670543965	0.0134672888846529
17	N20	N44	2.31631805659969	0.0205409091601449	0.0197740476111338
18	N1	N13	-2.30241149777964	0.0213119771793875	0.0189676931690938
19	N15	M0P0	2.29976200715447	0.0214617069987914	0.0233866264284085
20	N5	N39	2.28515453135844	0.022303768235598	0.0136768504926676
21	N19	N22	2.28002060041416	0.0226064667123392	0.0206813964121199
22	N11	N34	2.26558069511969	0.0234770681661658	0.0267124019011769
23	N10	N40	-2.24839915250252	0.0245507491850439	0.0253387433495352
24	N35	N38	-2.23213908906565	0.0256057716464847	0.028106212914625
25	N8	N38	2.21292340792279	0.0269029265804145	0.0361796788998139
26	N9	N30	-2.17348824532806	0.0297435895686184	0.0302177776752599
27	N0	N35	-2.16354585723845	0.0304992206861524	0.0470804196314969
28	N27	N36	2.16103466847658	0.0306926614920496	0.0347076230977942
29	N30	N41	2.14648483613152	0.0318343173073493	0.0311169347991029
30	N13	N22	2.1443653605974	0.0320036234960078	0.0321324757513868
31	N6	N30	2.12256644472719	0.033790199293498	0.025482791917232
32	N5	N11	2.11605247042182	0.0343403452250119	0.0380870151152694
33	N0	N6	-2.09312709096988	0.0363378109491399	0.0378612003203321
34	N10	N28	-2.08060928018934	0.0374696837791935	0.0243426581921214
35	N3	N17	2.07903681763845	0.0376139665710143	0.0427501002436011
36	N36	N38	-2.07577149497629	0.0379150899167829	0.0392840439179326
37	N14	N32	-2.07088196465798	0.0383698279934237	0.0479141471429981
38	N3	N15	-2.06961051292813	0.0384888327835016	0.0437585711330709
39	N12	N36	2.06954198159365	0.0384952560501031	0.0320522771184444
40	N4	N40	-2.06214934240792	0.0391935198849638	0.0370093024117422
41	N29	N38	2.05970564790549	0.0394266891615408	0.0350770907165362
42	N5	N21	2.01285429599796	0.044129959910483	0.0567976608291567
43	N2	N3	-2.01115809521079	0.0443087604258673	0.042559255084343
44	N12	N24	2.00646012903203	0.0448071785743686	0.0383847178244238
45	N0	N45	-2.00617689070313	0.0448373785274497	0.0473305163818653
46	N14	N31	2.0034269009854	0.045131486434145	0.0481326799598615
47	N9	N20	2.0026790596688	0.0452117478422065	0.043013482146435
48	N21	N33	2.00156475225708	0.045331563104458	0.0476809769275971
49	N4	N8	1.97259674732189	0.0485415238942665	0.0402387587798794
50	N6	N32	1.96591374026911	0.0493085756047928	0.0548970319804744
51	N29	N46	1.95892217235859	0.0501219019636283	0.049389166074171
52	N0	N13	1.95047612686737	0.0511193961002051	0.0482934949412624
53	N12	N23	1.92216608579699	0.0545848627175886	0.0621421291891338
54	N23	N36	-1.90888752484986	0.0562766026784467	0.0553063651740955
55	N25	N34	1.90568873852634	0.0566906012428714	0.0535526909979534
56	N3	N10	1.90521707539376	0.0567518594791377	0.0840121052210904
57	N37	N46	-1.89335968068402	0.0583100534645884	0.061599760202708
58	N28	N47	1.88292431939426	0.0597106249295778	0.0575862241655076
59	N14	N22	-1.87388510507059	0.0609462628645442	0.0646935810032581
60	N6	N12	-1.86238363446096	0.0625490342804791	0.0655493504057714
61	N14	N24	-1.86167943701335	0.0626482887310397	0.0657267036190797
62	N24	N30	1.85778249262721	0.0631999082914923	0.0568210084668884
63	N32	N38	1.85327127329733	0.0638434864445003	0.0715936183422592
64	N4	M0P1	1.84724290356966	0.0647119438695567	0.0617666343700883
65	N19	N43	1.84676643296688	0.0647809987512285	0.0617401709658572
66	N24	N26	1.84469010896036	0.0650826305183287	0.0612999850073609
67	N3	N35	-1.83082212527526	0.0671270968154144	0.083112440844437
68	N9	N35	1.82981885253701	0.0672770307668469	0.0828864331246459
69	N6	N28	1.82937355293047	0.067343666759578	0.0728091203990402
70	N23	N35	-1.82023252484425	0.0687236019780855	0.0721904437043321
71	N41	N46	1.81627902019181	0.0693275818304361	0.0686748929927375
72	N29	M0P1	1.816047690015	0.0693630568939384	0.0642426828572275
73	N31	N45	1.81598473624092	0.0693727135933775	0.0513804428924118
74	N44	M0P0	-1.8121698014112	0.0699599636552203	0.0789975581313538
75	N35	N39	1.8115527872579	0.0700553256356617	0.0670329388035855
76	N2	N42	1.80443959996096	0.0711624198297037	0.0704746606857037
77	N36	N45	1.79752390079751	0.0722524872566031	0.085009871196673
78	N18	N32	-1.79704666170273	0.0723282123120892	0.0694062470959764
79	N25	N29	-1.79154138381331	0.0732064598234365	0.0755604074976955
80	N12	N38	-1.79079941360195	0.0733254894107808	0.0782316701570634
81	N1	N29	-1.78682375633458	0.0739659784552684	0.0894788354168629
82	N47	M0P0	1.78646141854127	0.0740245787484192	0.0731307251213739
83	N27	N38	1.78581844596947	0.0741286590594939	0.0772202326208149
84	N17	N34	-1.77800248482001	0.0754034467848177	0.0618858243554567
85	N15	N18	1.77790144959783	0.0754200421133149	0.0737062207051727
86	N19	N32	-1.77579970806333	0.0757659358598048	0.0459494223401385
87	N12	N15	1.77404983653951	0.076054907223981	0.0749117685791692
88	N11	N43	1.77372152417733	0.0761092243151787	0.0825324468952404
89	N2	M0P0	1.76353122350847	0.0778109359401062	0.086888557280575
90	N17	N30	1.75928784538581	0.0785286300222758	0.0742367465479095
91	N7	N44	1.75769244747454	0.0787998536106218	0.0784954640434102
92	N5	N18	1.75763826332005	0.0788090784835023	0.141446598083417
93	N2	N39	-1.75689938732038	0.0789349601039081	0.0860631811638822
94	N1	N46	-1.75366246655563	0.0794883604901307	0.0722570506423855
95	N21	N38	1.74102075551439	0.0816799404204808	0.0729981100249042
96	N23	N32	-1.73677146174962	0.082427518240387	0.0882529922660308
97	N9	N26	-1.73623777812783	0.0825217999978292	0.0784388177580908
98	N15	N44	1.73400714753861	0.0829168149760021	0.0834702288566086
99	N6	N8	-1.72486482945112	0.0845518351370475	0.0667396880004098
100	N20	N35	1.71953356733695	0.085517260910106	0.100714886738407
101	N17	N39	-1.71727711219154	0.0859285518910891	0.0827772278586106
102	N18	N44	-1.70523585576798	0.0881504452768952	0.1118423260491
103	N34	N39	1.69501047824958	0.0900734330607631	0.0958753259161329
104	N27	N43	-1.68894607140281	0.091229765144698	0.126835794222802
105	N2	N7	1.68722050388856	0.0915609602199338	0.100812250184735
106	N5	N44	-1.686655974324	0.0916695221849179	0.0727977223924814
107	N29	N40	1.68563623277605	0.0918658859485022	0.0817327216601075
108	N15	N39	-1.68446885752034	0.0920910931442202	0.0880457421804073
109	N10	N42	-1.68387410696502	0.0922060013922282	0.0962770493663399
110	N7	N18	1.67306849820198	0.0943138121658164	0.0827421956112876
111	N14	M0P1	-1.67205103402626	0.0945142590606187	0.0991759793933596
112	N20	N41	-1.66695323420634	0.0955237043216697	0.105024108808424
113	N6	M0P1	1.66507641405093	0.0958975116231439	0.0874900538288857
114	N6	N31	1.66221031129185	0.0964706132702528	0.102571731700943
115	N12	N28	-1.65552288712868	0.0978184777684412	0.0993789423089402
116	N21	N26	-1.65061923612429	0.0988163484850985	0.0907117210596231
117	N31	N34	-1.64899198060768	0.099149277635978	0.0994162950755233
118	N12	N16	-1.64875442892261	0.09919795443205	0.107214870050936
119	N3	N14	1.64612654521176	0.0997377082753638	0.0804917084160792
120	N9	N46	-1.64574850931842	0.0998155472786182	0.0879762130850188
121	N19	N41	-1.64380882991329	0.100215696872536	0.107923699772108
122	N3	N32	1.63448195852235	0.102157691455292	0.118575366247391
123	N6	N19	1.63396138626164	0.102266958751244	0.124396044346866
124	N5	N33	-1.63109505499021	0.102870263954581	0.103246682892485
125	N10	N14	-1.62809065804279	0.103505664115305	0.10664911076545
126	N38	N45	-1.62749885440561	0.103631191717619	0.112102489375362
127	N7	N8	1.62531336142315	0.104095805862048	0.077990279835956
128	N10	M0P1	1.62528522527461	0.104101798099811	0.140366135013125
129	N27	N46	-1.62280179830891	0.104631781205703	0.103855973854934
130	N17	N21	-1.61958587646141	0.105321265520753	0.121578096317442
131	N12	N44	-1.61583290342117	0.106130445510658	0.121564256894232
