SNP1	SNP2	Zscore	ZP	glm_score
1	M0P0	M0P1	-10.0270013131791	1.1598565026531e-23	1.82572052867972e-22
2	N10	N15	3.34847045156402	0.000812589453012297	0.0009727402680276
3	N0	N22	-2.74894630686197	0.00597871790704092	0.00515420617190529
4	N6	N19	2.59109425247297	0.00956712849957135	0.0175237286711418
5	N1	N15	2.5800630347801	0.00987822822338141	0.00816346995278791
6	N19	M0P1	2.4402813160064	0.0146758284516169	0.0179852252212686
7	N1	M0P1	2.28101206386621	0.0225477330201436	0.0327588502257759
8	N10	M0P1	2.13960564289518	0.0323866502071824	0.0300878927835535
9	N5	N10	-2.09477641201925	0.0361908729006402	0.0209075648837172
10	N12	M0P0	2.09443115292767	0.0362215900554361	0.0404796008955731
11	N1	N18	-2.07954953730047	0.0375668696393942	0.0331982412117936
12	N6	N17	2.07941535340843	0.037579190529661	0.0267832311673867
13	N3	N10	2.02976903299415	0.0423800220785195	0.0456635673628809
14	N0	N19	-2.02420668458669	0.0429488900883675	0.0436775733137028
15	N14	N16	1.98468047574621	0.0471800323889779	0.0414168150468905
16	N3	N16	-1.97686742150466	0.0480566181985298	0.044738862823008
17	N2	N18	1.97160926664531	0.0486542285305224	0.0479502869365981
18	N7	N18	1.96664981475488	0.0492235962778158	0.0532892186749605
19	N3	N14	1.9638378861359	0.049548894953574	0.0488423957755983
20	N1	M0P0	-1.93080410368556	0.0535072826896315	0.0614493107736429
21	N9	N17	-1.90454330491379	0.0568394623654704	0.057270869548516
22	N15	M0P0	1.88644698421064	0.0592347462265862	0.0559342644008762
23	N2	N9	1.87874168733261	0.0602797727048765	0.0543804278721537
24	N12	N16	-1.8590057481494	0.0630263236215565	0.0631906633969236
25	N4	N17	-1.85470704869304	0.0636380716587902	0.0656049221189026
26	N14	N18	1.83112725149306	0.0670815518530623	0.0607208479576167
27	N11	N15	-1.77467404858632	0.0759517227227524	0.101739860975255
28	N5	N22	-1.77316996322973	0.0762005476296949	0.115125767085554
29	N21	M0P0	-1.7160797995954	0.0861474379081556	0.0788812466584152
30	N17	N22	1.69023582337042	0.0909828474165158	0.0806721171639525
31	N4	N12	1.67910323516179	0.0931319258387895	0.0873940241962303
32	N7	N13	-1.65752892261711	0.0974125863983126	0.10432872067152
33	N15	N17	1.63256089396949	0.102561381571637	0.102723040353545
34	N20	M0P0	-1.62919981684062	0.103270725740579	0.0930789794495492
35	N8	N16	1.57980500335865	0.114151529458024	0.123928117132328
36	N9	N22	1.56867179936156	0.116724432896064	0.110979603361089
37	N10	N17	1.5460354689777	0.122096001985686	0.126377375978109
38	N8	N15	-1.5412758771536	0.123249657313597	0.122098948722039
39	N1	N7	-1.53021086576546	0.125964542676385	0.149167111704436
40	N3	N5	1.51827109076638	0.128946072377127	0.130230881953442
41	N0	N10	-1.51154131089674	0.130650591662036	0.12147788526005
42	N0	N2	-1.48320763880235	0.138019252305636	0.175197522122923
43	N10	N13	1.48097644328071	0.138612850895129	0.140771752967876
44	N9	M0P0	-1.46717284933439	0.142329040771767	0.133722075367394
45	N5	N19	-1.44905161626282	0.147323168468354	0.12947777155836
46	N1	N11	1.4430270273974	0.149012857785692	0.183626415107389
47	N6	N14	-1.42807841514217	0.153269289511702	0.164599210386091
48	N20	N22	-1.41435998490471	0.157256232778615	0.156128556703707
49	N3	N8	-1.40924712462919	0.158762107709874	0.165948144742873
50	N6	N11	1.37192645824582	0.170086332856157	0.156149630661698
51	N1	N5	1.36772892618794	0.17139694207925	0.192857931909069
52	N4	N7	1.36770902949698	0.171403172441522	0.16002679549844
53	N4	N16	1.36008584546181	0.173802759719542	0.17347576537026
54	N9	N15	-1.339178335174	0.180512623555181	0.188694608007972
55	N6	N22	-1.33267957162354	0.182636979942131	0.0968953233584215
56	N12	N17	1.3318952286174	0.182894619164004	0.175551940565908
57	N16	N19	1.32057079189436	0.186644517151692	0.178561431322829
58	N12	N19	-1.30230454389284	0.192812298966588	0.189509974402018
59	N3	N18	-1.28589075052338	0.198481192196266	0.217276584823439
60	N6	N15	-1.27957991676475	0.200692916747199	0.22666775243465
61	N14	N15	-1.27172039139961	0.203472482808803	0.202562593823101
62	N4	N20	-1.26779372943006	0.204871622075185	0.200896297718224
63	N2	N12	1.26455812001857	0.206029773882772	0.21343495800766
64	N3	N4	1.25964986537322	0.207795698485664	0.234525700883215
65	N0	N11	1.25051632598097	0.211110995258721	0.217333344968119
66	N3	N21	-1.23595149243942	0.216476594987332	0.22824155142044
67	N8	N18	1.2347186638533	0.216935227275878	0.210712190105079
68	N2	N7	-1.23140060368807	0.218173071305379	0.221250474786411
69	N1	N4	1.22896992936129	0.219083080658228	0.226172152933125
70	N10	N20	-1.22695431467308	0.219839762389531	0.219263976977405
71	N17	N19	-1.21723671979828	0.223514162960871	0.212929251539491
72	N6	N7	1.19894774412761	0.230548265323192	0.239676799260727
