SNP1	SNP2	Zscore	ZP	glm_score
1	M0P0	M0P1	23.7938089654956	3.87090647485913e-125	1.06272740616181e-102
2	N22	N26	-3.69910953817666	0.000216357215678407	0.000147784890398191
3	N12	N41	-3.08014570572889	0.00206899349944216	0.00179521120654057
4	N5	N24	-3.02898339285737	0.00245378171198888	0.00249512739461797
5	N2	N3	2.91638518425821	0.00354113029565465	0.00353093277296072
6	N28	N40	-2.77968373943953	0.00544118617841863	0.00604005609908813
7	N16	N40	2.7485459439443	0.00598602450295534	0.00565453918096568
8	N18	N46	2.66909586037086	0.0076055740144636	0.00466324224528012
9	N39	N44	2.65725137432592	0.00787806761457652	0.0124857733522474
10	N44	N47	2.6388447364809	0.00831890712893792	0.00837235245293275
11	N14	N25	2.60226329815449	0.00926107203240206	0.011432255964659
12	N45	N46	2.5614907818343	0.0104224007104105	0.00968445710782407
13	N17	N25	-2.52484271328782	0.0115750082045003	0.0122109889341479
14	N19	N38	-2.51976477341936	0.0117433282570936	0.0127285636629309
15	N20	N25	2.50279250201932	0.0123217760724318	0.0107446863455937
16	N1	N37	2.49872634136387	0.0124640519438616	0.0107236084918266
17	N3	N14	-2.48207443050421	0.0130619988490004	0.0151192755445524
18	N1	N19	2.40958301496958	0.0159707622446022	0.0164488905006894
19	N24	N32	-2.4038913701531	0.0162215928207456	0.019992847673586
20	N30	N46	-2.4012807077258	0.0163377982349365	0.0149753459205516
21	N34	N45	2.35332496475522	0.0186063654625349	0.018618904633535
22	N32	N34	2.35295236982026	0.0186250196331052	0.0244596666270717
23	N39	M0P0	2.33567771117955	0.01950804500145	0.0477989391344896
24	N21	N26	-2.31799687205407	0.0204494910555057	0.0214746396406817
25	N16	N38	2.31366906605416	0.0206858819759449	0.0279030822902027
26	N6	N25	2.29247263822497	0.0218783846818185	0.0210265223464235
27	N10	N40	-2.27748441487274	0.022757314266446	0.0201375660711355
28	N14	N22	2.26159319146143	0.0237225490600838	0.0116220456344553
29	N7	N45	-2.25187202967215	0.0243303601589956	0.0240378144576177
30	N22	N32	2.23060464492914	0.0257073288581782	0.0190447039102733
31	N6	N10	-2.22813720465408	0.0258713669816009	0.0262201318049072
32	N5	N21	-2.22340618904881	0.0261884227505883	0.0246579055465153
33	N12	N25	-2.16891505886994	0.0300891332530056	0.0233315943760046
34	N12	N44	2.16221367732566	0.0306017097795576	0.0326071826645388
35	N38	N47	-2.11252639978384	0.0346413240560867	0.0420967883895188
36	N29	N44	2.08248237926611	0.0372984307420109	0.0358137500832346
37	N12	N22	-2.05972583692124	0.0394247579783652	0.0236313423191402
38	N2	N28	-2.04498764684399	0.0408560759957033	0.0431565360718744
39	N9	N35	-2.04019429068702	0.0413309781802259	0.0481135700263077
40	N22	N31	2.0396453067966	0.0413856660208134	0.0396330952396537
41	N3	N15	-2.02932940031689	0.0424247506828516	0.0531456568431323
42	N5	N41	-2.02370861828357	0.0430001413174032	0.0432511215000078
43	N24	N25	2.00373441952818	0.0450985171509636	0.0522661124307528
44	N4	N12	-1.98904409676035	0.0466963359038486	0.0471658441811503
45	N13	N44	1.98602004026204	0.0470310987403185	0.0433939698019477
46	N14	N26	-1.98235039708761	0.0474400371319246	0.0456428878229056
47	N33	N36	1.9614998857351	0.049820738317498	0.0505327493153094
48	N10	N38	-1.95014438485422	0.0511589123198352	0.0411632513717397
49	N41	N47	-1.94029550769948	0.0523437870231225	0.0609249585272498
50	N17	N44	1.9299563772221	0.0536122430553663	0.0551361341400927
51	N16	N30	1.91811657749133	0.055096230909694	0.0604406258230164
52	N33	N34	-1.9142551614985	0.0555875606133908	0.0545729465841805
53	N27	N42	1.91043995438024	0.056076590644262	0.0492181367621156
54	N13	N34	-1.90868026270931	0.0563033508213582	0.0537275933025691
55	N22	N28	1.90694257528995	0.0565280240912722	0.0571030005511162
56	N35	N40	-1.90600301034281	0.0566498150881552	0.0602863357765323
57	N5	N17	1.89732371765548	0.057785226567423	0.0597145444110505
58	N15	N28	-1.89729806823962	0.0577886098118308	0.0510924082827566
59	N2	N42	-1.88657542315914	0.0592174549856196	0.0539532076981982
60	N32	M0P1	1.88564729836748	0.0593424991392611	0.0621751216641668
61	N24	N37	1.88252817146778	0.0597643385871213	0.0483102250574385
62	N26	N36	-1.87672281775567	0.0605560936095969	0.0551656028276651
63	N11	N35	1.87621891401189	0.0606252259389082	0.0600096335403576
64	N8	N21	1.87134605463053	0.0612971309098072	0.0634084311217336
65	N25	N43	1.86581108432172	0.0620678009924118	0.0510190524609144
66	N24	N35	1.8652029844587	0.0621529573914743	0.0607761968085236
67	N4	N18	-1.86408959884148	0.0623091229374262	0.057635948240521
68	N16	N28	-1.86264105564757	0.0625127840355381	0.0623624671765929
69	N4	N41	1.85007066010488	0.0643033660336963	0.0680560258118475
70	N3	N18	1.84956300564343	0.0643765589422003	0.0643141161702434
71	N5	N16	-1.84693736314428	0.064756218851309	0.0766594737617542
72	N7	N31	-1.83692919083095	0.0662203493139198	0.0757691825647426
73	N18	N23	-1.83554418831886	0.0664250980355715	0.091716762134618
74	N27	M0P0	1.83295740521595	0.0668089057376736	0.0537749925643036
75	N31	N33	-1.82880595439091	0.0674286826672142	0.0765377391646136
76	N31	N46	1.81641096497469	0.0693073544408409	0.0896315530743554
77	N30	N41	1.81579717908061	0.0694014901865494	0.0658710919985251
78	N26	M0P1	-1.80372903496964	0.0712737955105125	0.0754065830745315
79	N23	N34	1.80085486044288	0.0717257593067054	0.0638421131230211
80	N14	N24	-1.79242775764893	0.0730644717354232	0.0748506200641065
81	N7	N11	-1.79127869174737	0.0732485837617971	0.0746905737760923
82	N4	N24	-1.78862648972234	0.073674988797051	0.0801601549019288
83	N34	N38	-1.77582686324494	0.0757614585601278	0.0753657304436254
84	N6	M0P0	-1.77061579788951	0.0766246130816385	0.0725867641545713
85	N5	N19	1.76345026162106	0.0778245790874096	0.0853745097155863
86	N33	N44	-1.74824110998515	0.0804222857819438	0.0849818357048547
87	N0	N24	1.74695639254326	0.0806449026413348	0.104230202486934
88	N36	N39	1.745691400471	0.0808645901985433	0.108468951847034
89	N4	N26	1.744573897565	0.0810590677421558	0.077983659758076
90	N23	N35	1.74335172517745	0.0812721952959281	0.0909420895332127
91	N31	N38	-1.74248726665598	0.0814232176476279	0.202054684419287
92	N40	N41	-1.7421050650946	0.0814900614648521	0.0821948873924755
93	N10	N25	-1.74169467035201	0.0815618856004793	0.0948233082102823
94	N1	N30	1.7395455220476	0.0819388522736614	0.0815862129469343
95	N2	M0P1	-1.7296262839129	0.0836970668916776	0.0881042223364384
96	N13	N26	1.72451133180685	0.0846155750530518	0.0832061000835039
97	N37	N44	1.71501445621845	0.0863425765346439	0.0807532476825719
98	N3	N12	1.71469961322505	0.0864003145274795	0.0931981650395902
99	N0	N30	-1.71263985025369	0.0867788172280149	0.0867042913483459
100	N26	M0P0	1.70851593762559	0.0875406517011892	0.0934837447101318
101	N3	N8	1.70839398961454	0.0875632617463159	0.0941728243513142
102	N14	N40	1.70787370528525	0.0876597791651223	0.0900697024659623
103	N3	N23	-1.69701837773767	0.0896931861083479	0.09046187855718
104	N19	N41	-1.693291824416	0.0903999335425148	0.0962902397223733
105	N38	M0P1	1.6912675278117	0.090785718950799	0.0940495798422927
106	N23	M0P1	1.68548440840083	0.0918951504807298	0.0874304451077229
107	N7	N30	-1.68202736053554	0.0925635345134505	0.0980142220827757
108	N27	N34	-1.67998492535095	0.0929602487567178	0.0866253274850811
109	N13	N15	1.67988045668135	0.0929805769537582	0.0927140229138454
110	N18	N35	-1.67326414421441	0.0942753077531929	0.0825808539253993
111	N0	N16	1.66962760902098	0.0949930644246205	0.0897227272633224
112	N4	N38	-1.66779947253778	0.0953555406427876	0.114647613550596
113	N22	M0P0	1.66232340544577	0.0964479473205242	0.138022020868271
114	N14	N15	-1.66167089960816	0.0965787789855135	0.0858032079487722
115	N24	N44	1.65799408183536	0.0973186609076148	0.0963367741888726
116	N7	N13	1.65669841434439	0.0975804637616221	0.093003661707784
117	N16	N43	-1.65398297184008	0.0981309725833584	0.107632040929713
118	N3	N4	-1.65350029570536	0.0982290859751388	0.100582083458923
119	N18	N24	1.6499358952667	0.0989560480921531	0.0894871665136679
120	N12	N38	-1.64013848564832	0.100976375978501	0.095078069055536
121	N9	N29	-1.6377365674863	0.101476658947316	0.0982680291145968
122	N2	N19	-1.63750563567664	0.101524862353466	0.0974159260999063
123	N10	M0P1	-1.63406852731665	0.102244462415366	0.112739760557363
124	N24	N36	1.63317514238787	0.102432166385051	0.102383420390355
125	N20	N40	-1.62867014225433	0.103382866729886	0.102283292937996
126	N9	N43	-1.62826775924828	0.103468122643625	0.125662994646214
127	N2	N39	-1.62013549625425	0.105203173861104	0.0942265319998143
128	N7	N29	1.61948190040052	0.10534361771134	0.0958241015563368
129	N25	N42	1.61914046367119	0.105417044342498	0.101435090882781
130	N8	N19	1.61668794884605	0.105945656551987	0.107378175043891
131	N14	N37	1.61445802651152	0.106428114121448	0.105932258902289
132	N29	N47	1.61352441604137	0.106630623089084	0.098672014134302
133	N12	N45	1.60724407507502	0.108000836948951	0.126635849936703
134	N38	N43	-1.60344386427319	0.108836693312363	0.959965747696525
135	N1	N34	1.60051014850467	0.109485457383262	0.104931514519475
136	N21	N45	-1.59261115528014	0.111247449455494	0.1152014067005
137	N1	M0P1	1.58595623210247	0.11274923842185	0.11617875669205
138	N8	N17	-1.5810258802664	0.113872120386998	0.109882077973328
139	N5	N34	-1.57835493487379	0.114484092043377	0.116698610578997
140	N32	N35	1.57633660742933	0.114948249345822	0.105993589037198
141	N19	N21	1.57098056294589	0.116187163698226	0.136241268377049
142	N5	N26	-1.57004485207814	0.116404677030271	0.116430644202444
143	N13	N42	1.5696998347593	0.116484959692294	0.113695750143559
144	N17	N18	1.5617979112784	0.11833560402354	0.115299147244029
145	N11	N16	-1.54708117556054	0.12184367255954	0.125019183455305
146	N30	N38	1.54550755558504	0.122223542761095	0.111898034134567
147	N8	N10	-1.54333499073139	0.12274951797726	0.125271804956703
148	N2	N4	-1.53946441679166	0.123690958395963	0.11625629285402
149	N24	N29	-1.53877241658849	0.123859866055713	0.126619644195007
150	N3	M0P0	-1.53802934666539	0.124041439494257	0.12509269286533
151	N12	N43	-1.53649182661371	0.124417800862406	0.140862456871339
152	N42	N44	1.53195539367281	0.125533442582045	0.129461874830366
153	N0	N13	-1.53142614169181	0.125664107348973	0.120302349028641
154	N18	N33	1.526117416443	0.126980625360961	0.128704272631451
155	N13	N25	-1.52513733667579	0.127224846279106	0.12401860162121
156	N20	N44	-1.5210889894141	0.128237507167249	0.135336946220251
157	N8	N42	1.51315700586701	0.130239782301389	0.136053965015544
158	N16	N33	-1.51030962145388	0.130964437807426	0.138154080885389
159	N12	N16	1.50575375597887	0.132130398621651	0.136315365950399
160	N0	N2	1.50144564259454	0.133240336083384	0.134426412631938
161	N5	N25	-1.4987785539988	0.133931089981498	0.150479085524541
162	N29	N35	-1.49627588190782	0.134581777395345	0.131014677471047
163	N27	N28	1.49247134975488	0.135575622581407	0.160686149607862
164	N37	N46	1.49075632837921	0.136025481355652	0.134734174608134
165	N10	N26	1.4883882129914	0.136648543260845	0.12304505310455
166	N12	N26	1.47450857246499	0.140344711317834	0.156683280930354
167	N15	N22	1.47358574249068	0.140593162452601	0.163106620759513
168	N44	M0P0	-1.47320518347703	0.140695717819697	0.16130760253793
169	N25	N38	1.47098927929123	0.141294016183879	0.160178278867624
170	N10	N12	-1.47052153999345	0.141420556252391	0.1433225938972
171	N6	N9	1.46913330221461	0.141796636615948	0.147798991508543
172	N9	N21	1.46895096362687	0.141846090054211	0.128994011841173
173	N8	N40	1.46576640654835	0.142711935888948	0.140039004795966
174	N0	N7	1.4596517778631	0.144385801223784	0.128762567466429
175	N0	N44	-1.4556518633933	0.145488883091631	0.146024888613681
176	N18	N47	1.45539366357858	0.145560309606261	0.151051944459395
177	N27	N45	-1.45483336118143	0.145715399921767	0.145403357655777
178	N16	N27	-1.45273925401967	0.146296163703608	0.144891111511219
179	N17	N28	1.44992868773834	0.147078406465536	0.133673776487874
180	N2	N14	-1.44734505006574	0.147800307602002	0.137520933282129
181	N35	N47	1.44513196718462	0.148420821343028	0.125565120065937
182	N29	M0P1	-1.44512968327483	0.14842146274167	0.149831970188922
183	N29	N41	1.44486735593161	0.148495147164313	0.143024987477557
184	N2	N47	-1.44091420827106	0.149608921539189	0.141105120318486
185	N8	N23	-1.43431405266944	0.151482661877824	0.157803484433325
186	N5	N6	-1.42324772365978	0.154664355446201	0.158170591029423
187	N8	N33	1.42186666202905	0.155064962898249	0.147759656054252
188	N9	N32	-1.41926811111542	0.155820865331727	0.15494933753806
189	N2	N21	1.41751463663733	0.156332518119891	0.163446374815739
190	N5	N33	-1.41687606225149	0.1565191663093	0.164677886616094
191	N1	N17	1.41260997264509	0.157770435174611	0.154595957540394
192	N42	N43	1.40328292471278	0.16053248795866	0.176791251615081
193	N23	N47	1.40237012381251	0.160804750094577	0.159287930665154
194	N36	M0P0	1.39548279836069	0.162870298470412	0.16137307612017
195	N32	N39	1.39443581450728	0.163186039309062	0.203009855402381
196	N14	N42	1.39114986327976	0.164179986999682	0.158812071662764
197	N2	N11	1.38876568819275	0.164904012075543	0.171490378982707
198	N40	N47	1.38669273284548	0.165535477509768	0.172654912989173
199	N18	N37	-1.38071670631762	0.167366082521573	0.124992775944767
200	N25	N31	-1.37842906978754	0.168070853324856	0.155998279741218
201	N13	N43	-1.37673568943219	0.168593980274805	0.188468155246294
202	N20	N28	1.37331473647488	0.169654523303636	0.167547281152237
203	N43	M0P1	-1.37014500015677	0.170641642978913	0.182627457130621
204	N2	N43	-1.36869687778539	0.171094046691118	0.175289897400196
205	N4	N23	-1.36584022232726	0.171989118634099	0.167200317255695
206	N20	N36	-1.36485725755372	0.172297918497303	0.183985687080921
207	N9	N30	1.36231549666157	0.173098339113074	0.191708927577097
208	N6	N16	1.36206394988543	0.173177704091198	0.162503162607635
209	N18	N32	-1.36096210420416	0.173525665567685	0.14366141110577
210	N26	N30	1.35794896091678	0.174479879973339	0.184726719480926
211	N5	N44	-1.35653165184032	0.174930071645139	0.172921284046063
212	N29	N31	-1.34856487179357	0.177476770216408	0.17336510484709
213	N31	N43	1.34712343890774	0.177940480394982	0.226812096753238
214	N21	N32	-1.34644620666215	0.178158657741596	0.168417165864274
215	N28	N42	-1.34538803982144	0.178499955581994	0.184615109238159
216	N18	N28	1.34538722028699	0.178500220100482	0.196058930080032
217	N11	N23	1.34188547887681	0.179633130763956	0.179275540166427
218	N24	N31	1.33803007544172	0.180886632936389	0.182486153336852
219	N17	N29	-1.33448631454374	0.182044529023503	0.181636220623454
220	N25	N33	-1.33370489099372	0.182300591240203	0.178041639348338
221	N8	N20	-1.33021371515466	0.183447866560035	0.173940058654661
222	N24	N40	1.32957314188461	0.183658952195149	0.169728915403145
223	N22	N27	-1.32721225555431	0.184438479436523	0.211552968980907
224	N1	N15	-1.32484528891884	0.185222470158208	0.190968061903633
225	N1	N40	-1.32385805970196	0.185550189392161	0.19095920250253
226	N3	N36	1.31980622603746	0.186899722365428	0.183987584318992
227	N2	N36	-1.31097086886177	0.189867605767461	0.191280275948001
228	N28	N41	1.30435926290275	0.192111117916437	0.201917939512065
229	N3	N7	-1.30235431023471	0.192795293810989	0.188477423767401
230	N2	N33	1.29597894240656	0.194982739779152	0.203805035690849
231	N27	N31	1.29449384627388	0.195494893510222	0.20033607453084
