SNP1	SNP2	Zscore	ZP	glm_score
1	X3632	X3633	11.8873217071552	1.37753383811543e-32	NA
2	X3147	X3156	7.48124553430572	7.36214803147957e-14	NA
3	X556	X3042	7.24571115409816	4.301760141739e-13	NA
4	X889	X909	7.09014091693654	1.33975508374118e-12	0.995662017715696
5	X500	X513	6.92609212058284	4.3262480500155e-12	0.996662423035473
6	X4917	X4919	6.91373118559677	4.72069343248833e-12	0.996538912947036
7	X2865	X4680	6.85544247049956	7.10921279584461e-12	0.997946629092729
8	X500	X661	6.8096995059893	9.78028151477504e-12	0.996787153990935
9	X807	X889	6.79440297618	1.08761982578722e-11	0.996865108856342
10	X1103	X2327	6.77432744610287	1.24986306486714e-11	NA
11	X1777	X2013	6.74679387093158	1.51147763254126e-11	0.996927475271789
12	X50	X4207	6.71154736542925	1.92571262407679e-11	0.996557797628058
13	X623	X2120	6.66636696390984	2.62213151934054e-11	NA
14	X623	X667	6.65311833613336	2.86947292913387e-11	0.997176891232543
15	X1565	X4998	6.63164041562489	3.31976522074251e-11	NA
16	X2056	X2435	6.62772535956721	3.40898958596114e-11	0.996790717981325
17	X3484	X3569	6.60159413337436	4.06759854514041e-11	0.995498986786699
18	X4277	X4412	6.596442072959	4.21141940245499e-11	0.997134010195224
19	X3147	X4121	6.59546780698799	4.23917020123299e-11	0.997925431258012
20	X1101	X1443	6.5889633288622	4.4290815446566e-11	NA
21	X3503	X3632	6.58580333307405	4.52432377399398e-11	0.997914015649346
22	X0	X4800	6.58066952503247	4.68334503602585e-11	NA
23	X1565	X1781	6.56331560549504	5.26243004276608e-11	NA
24	X4633	X4656	6.56061883044923	5.3584933247915e-11	0.996236477027018
25	X2393	X4207	6.53897170477199	6.19432417998016e-11	0.998085120585405
26	X2156	X2327	6.48989056542143	8.58987455534165e-11	0.995652829274028
27	X3727	X3788	6.47318908589954	9.59557477497958e-11	0.996628092369715
28	X639	X3445	6.46224231997588	1.0316272198751e-10	0.997159657783584
29	X1199	X2747	6.46095883248049	1.04041623226983e-10	0.998641345237989
30	X905	X2120	6.45226268301001	1.10192359450266e-10	NA
31	X2447	X2850	6.44825729424491	1.13143569619208e-10	0.996541809068809
32	X3042	X4521	6.4366734476456	1.22120271183032e-10	0.996962544069505
33	X50	X500	6.4314847120108	1.26363493878997e-10	0.997834003895532
34	X2447	X4680	6.42850349486911	1.28866291096798e-10	0.998639535179173
35	X3363	X3515	6.42834017169729	1.29004795453707e-10	0.997657696216781
36	X556	X3484	6.42611696241769	1.30904695034505e-10	NA
37	X2902	X3515	6.42595790625738	1.31041663856381e-10	0.997961834122553
38	X3633	X3727	6.42416040691229	1.32599322416337e-10	0.997056440081569
39	X3147	X4585	6.41640379788508	1.3953105246955e-10	0.999108095141444
40	X996	X3621	6.41513202804199	1.40700869955773e-10	0.997683428482624
41	X1176	X4207	6.40651426165836	1.48884188809119e-10	0.997682374892003
42	X2393	X2643	6.40312588869414	1.52227572538072e-10	0.997247427791097
43	X2244	X2327	6.40280201698523	1.52550959116769e-10	0.997513047649518
44	X3139	X4207	6.40125803565776	1.54101879553757e-10	0.99874423124187
45	X712	X796	6.39940019532992	1.55988502702967e-10	0.995913731381298
46	X3727	X4207	6.39436866686314	1.61212041951609e-10	0.998665104968714
47	X778	X3865	6.39347024298313	1.62162567282138e-10	0.997339840625341
48	X500	X796	6.39333568303022	1.62305401356435e-10	0.997334543227208
49	X2099	X3515	6.3929455529545	1.62720215870996e-10	0.997632124756317
50	X3147	X3727	6.38900690580566	1.66966519870711e-10	0.99910909241999
51	X2530	X2643	6.38711150273754	1.69048379946225e-10	0.996595587354643
52	X3267	X3363	6.38693103997192	1.69247912749403e-10	0.997786932433768
53	X2920	X4998	6.38664100920879	1.69569074136049e-10	0.996897625126251
54	X87	X712	6.38053669648699	1.76468432412211e-10	0.996923938941424
55	X3318	X4500	6.37987964832266	1.7722720670766e-10	0.998670744406688
56	X1199	X4610	6.37844605687008	1.78893832892575e-10	0.99910906394299
57	X3147	X4412	6.37684200405452	1.80776784377105e-10	0.998634207546062
58	X1199	X3569	6.37684200405451	1.80776784377117e-10	0.998634207548717
59	X909	X3407	6.37544690525427	1.82430184559549e-10	0.998554138843105
60	X3515	X4121	6.37425762998958	1.83851311537984e-10	0.997629158561765
61	X3267	X4742	6.37366458057393	1.84564013057344e-10	0.997275887872268
62	X500	X889	6.37184032411939	1.86773290580338e-10	0.997272463149506
