SNP1	SNP2	Zscore	ZP	glm_score
1	M0P0	M0P1	24.6380824748141	4.93880379654602e-134	9.43967313200736e-108
2	N9	M0P1	3.66817935744029	0.000244283800636889	0.000268714101123068
3	N10	N20	-3.34985841783724	0.000808528762223923	0.00196878447027558
4	N30	N40	-3.20987972602583	0.00132790522877899	0.00229058745262645
5	N10	N40	-3.12420228791761	0.00178287839619532	0.00171244690473536
6	N30	N32	-3.04338623861618	0.0023393187091705	0.00350212601466596
7	N3	N41	-2.90474303425521	0.0036755472457031	0.00464371194374045
8	N22	N41	2.87907510692598	0.00398843335449665	0.00383897483169039
9	N8	N34	-2.8656033792816	0.00416215349721191	0.00281699797961346
10	N25	N32	-2.86431164902261	0.0041791661313769	0.00450599962114676
11	N28	N40	-2.8273575405509	0.00469338929776798	0.00481497579038863
12	N7	N22	-2.81881527180327	0.00482012493532333	0.00552557545094069
13	N15	N44	-2.80027255038079	0.00510594758817391	0.00592486246937667
14	N9	N36	2.78318065422892	0.00538288245739058	0.00541448201274005
15	N8	N16	2.75960287498569	0.00578716630097274	0.00596686124462709
16	N1	N15	2.70744464953662	0.0067803376119217	0.0061495500229538
17	N25	N47	2.67871705864684	0.00739048142450732	0.00821790805763056
18	N36	N45	2.66809453825388	0.00762827901656102	0.00340687242286387
19	N3	N33	2.63255095592669	0.0084746309570123	0.00791021120063773
20	N8	N25	2.6141202457617	0.00894575463296381	0.0109830598662176
21	N34	N39	-2.60587370835627	0.00916402438418616	0.00812293094537961
22	N36	N37	2.59177415866413	0.00954824293273219	0.01447493773388
23	N15	N27	2.54873923370936	0.0108113106180353	0.0126117498982385
24	N20	M0P0	-2.53250628706594	0.0113250338856259	0.0056388130915449
25	N22	N38	2.50039483649369	0.0124054958557235	0.0118099547820538
26	N4	N27	-2.48793288967253	0.0128487976405624	0.0116099542412806
27	N15	N37	-2.47559485723275	0.0133014422303491	0.0144324756663242
28	N16	N29	-2.47152266108701	0.0134539024096965	0.01371726162194
29	N8	N14	2.44933521789539	0.0143120179953923	0.0137201188605541
30	N21	N47	-2.42068603293015	0.0154912505296499	0.0158436833867416
31	N1	N17	-2.37868059182936	0.0173747238587128	0.0185592301547027
32	N12	N28	2.36558428549997	0.0180016451934318	0.0329537005986907
33	N4	N19	-2.35620361549817	0.0184627944524074	0.0401842099475573
34	N17	N19	2.35455371753701	0.018544963078796	0.0383689956931404
35	N4	N15	2.34824578785572	0.0188620698573894	0.0161790372923391
36	N37	N47	2.32041783696788	0.0203182848984121	0.0214276017560519
37	N6	N29	-2.31367324855106	0.0206856523767341	0.0182154876734993
38	N20	N29	-2.30805623229742	0.0209960090871838	0.0235540710518656
39	N36	N42	-2.27794894243229	0.0227296197913289	0.0233045071236497
40	N0	N16	-2.25230270361823	0.0243031494332756	0.0261788145738943
41	N3	N46	2.25007482030967	0.0244441961686955	0.021380159021875
42	N8	N36	-2.23857674731563	0.025183468604592	0.0269356248688545
43	N6	N38	2.23803217331967	0.0252189571187252	0.019870262883798
44	N0	N18	-2.21535233928473	0.0267358899694296	0.0250426763205865
