SNP1 SNP2 Zscore ZP 
X4 X15 2.7999415718714 0.00511118570656748
X18 X20 -2.79644865117672 0.00516676205477244
X12 X23 -2.62123116214778 0.00876128325229584
X3 X24 -2.70660613596999 0.00679748500843029
X18 X26 -3.57108014532742 0.000355512080917703
X24 X26 -2.98690839933808 0.00281814147965534
X9 X29 -2.53845814757088 0.011134211941682
X0 X31 2.87672688643411 0.00401823210102887
X1 X31 -2.62213232908062 0.0087381495211786
X3 X31 2.67135994926874 0.00755445895654912
X8 X32 -2.55849327751673 0.0105126852701907
X7 X40 -2.88441895242093 0.00392136682058937
X7 X41 -2.77574753791241 0.00550749562410978
X32 X42 2.50657161580861 0.0121908359037639
X4 X45 -2.5429369238906 0.0109925070924468
X19 X45 -3.15570320380793 0.00160111693464573
X11 X47 2.55082710845786 0.0107467622717602
X11 X53 -2.6321125960107 0.00848557356002883
X36 X53 2.55557364958493 0.0106012923723434
X2 X54 -3.02477725827251 0.00248816297600675
X39 X54 -2.63392007098033 0.00844053549352016
X52 X56 2.79153771612583 0.00524582435661442
X15 X60 -3.56837961055191 0.000359195832233828
X15 X61 -2.77231716717477 0.00556587763471026
X3 X62 2.58106334919402 0.0098496505622623
X9 X63 2.93196245374681 0.00336827465967888
X29 X63 3.37644621361384 0.000734287272628182
X54 X63 -2.64952192154803 0.00806057427712103
X8 X66 -3.70926512879759 0.000207861678013785
X51 X66 -2.54133726285734 0.0110429340427596
X53 X66 -2.54143230459683 0.0110399322596016
X61 X66 -2.98382298237547 0.0028467141225261
X32 X77 -2.7529788810161 0.00590557057167567
X41 X78 2.62259880280291 0.00872619619227261
X37 X79 -2.57582916189964 0.0100000040964246
X56 X79 2.8363678158813 0.00456298622854413
X73 X80 -2.83721348548308 0.00455091714623913
X73 X81 -2.64692456439792 0.00812274703276303
X27 X82 -3.34521878644092 0.000822176866847309
X39 X83 -2.79180637376328 0.00524147107432315
X57 X83 -2.68407993960427 0.0072729713922104
X3 X84 2.77094326466127 0.005589416494544
X28 X84 2.6925738422121 0.00709028326518067
X71 X84 2.62440744061435 0.00867998812565687
